Function,Agency,Fund Type,FP Category,Fund,Subfund,Subfund Name,2025-26  Estimates,2024-25  Estimates,2023-24  Actuals,2022-23  Actuals,2021-22  Actuals,2020-21  Actuals,2019-20  Actuals,2018-19  Actuals,2017-18  Actuals,2016-17  Actuals,2015-16  Actuals,2014-15  Actuals,2013-14  Actuals,2012-13  Actuals,2011-12  Actuals,2010-11  Actuals,2009-10  Actuals,2008-09  Actuals,2007-08  Actuals,2006-07  Actuals,2005-06  Actuals,2004-05  Actuals,2003-04  Actuals,2002-03  Actuals,2001-02  Actuals,2000-01  Actuals,1999-00  Actuals,1998-99  Actuals,1997-98  Actuals,1996-97  Actuals,1995-96  Actuals,1994-95  Actuals
Education,"Arts, Council on the",Special Revenue Funds - Other,Assistance and Grants,Arts Capital Revolving Fund,21851,Arts Capital Re,98,98,0 ,3,52,337,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,200,0 ,100,100,0 ,50,100,50,0 ,102,34,100
Education,"Arts, Council on the",Special Revenue Funds - Other,Assistance and Grants,Dedicated Miscellaneous Special Revenue,23814,Gift to the Art,300,300,250,60,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Education,"Education Department, State",Capital Projects Funds - Other,Assistance and Grants,Capital Projects Fund,30000,Capital Project,"25,000","15,001","15,506","16,651","2,195","6,404","10,380","11,995",0 ,22,64,153,41,38,164,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Education,"Education Department, State",Capital Projects Funds - Other,Capital Projects,Capital Projects Fund,30000,Capital Project,"28,941","14,030","5,603","6,911","4,672","7,809","7,655","2,894","6,064","4,072","4,596","4,082","3,987","3,782","5,612","4,003","10,255","7,267","5,272","6,861","6,804","4,146","2,744","2,478","3,756","1,102","1,225",567,847,578,"58,042",887
Education,"Education Department, State",Capital Projects Funds - Other,Assistance and Grants,Capital Projects Fund,300BP,CPF-2014 S S,"270,000","300,000","309,849","193,195","174,438","67,750","121,176","108,198","91,584","35,205",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Education,"Education Department, State",Capital Projects Funds - Other,Assistance and Grants,Capital Projects Fund,300CC,CPF - Auth Bond,"15,000",0 ,(2),"10,707","6,909","6,338","5,611","1,145",291,32,0 ,0 ,0 ,0 ,0 ,0 ,"1,466",263,558,"8,965","4,950",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Education,"Education Department, State",Capital Projects Funds - Other,Capital Projects,Capital Projects Fund,300CC,CPF - Auth Bond,"8,000",0 ,(1),"1,187",430,128,782,756,649,"1,073","2,825",605,"3,641","1,851","2,618",628,3,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Education,"Education Department, State",Capital Projects Funds - Other,Assistance and Grants,Capital Projects Fund,300CG,CPF-RESCUE,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"32,528",-784,"2,807","41,136","53,617",0 ,"65,696",0 ,0 ,0 ,0 ,0 ,0 
Education,"Education Department, State",Capital Projects Funds - Other,Assistance and Grants,Capital Projects Fund,300CH,CPF-Trans Grnt,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"67,790",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Education,"Education Department, State",Capital Projects Funds - Other,Assistance and Grants,Capital Projects Fund,300CQ,CPF-Library Aid,"30,000",0 ,0 ,"33,314","15,199","31,594","32,653","22,762","18,559","14,231","13,841","14,240","13,831","13,958","13,990","8,767","18,670","6,815","16,532","3,114",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Education,"Education Department, State",Capital Projects Funds - Other,Capital Projects,Capital Projects Fund,300CR,Cul Ed Stor Fac,0 ,0 ,1,0 ,0 ,249,15,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Education,"Education Department, State",Capital Projects Funds - Other,Assistance and Grants,Capital Projects Fund,300PE,CPF-Proc Eligib,"34,723","58,341","59,277",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Education,"Education Department, State",Capital Projects Funds - Other,Capital Projects,Capital Projects Fund,300PE,CPF-Proc Eligib,"36,766","13,100","1,974",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Education,"Education Department, State",Capital Projects Funds - Other,Capital Projects,Miscellaeous Capital Projects Fund,32200,Misc. Capital P,"10,000","7,500","7,660","8,029","7,945","4,324","2,860","2,496",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Education,"Education Department, State",General Fund,Assistance and Grants,Community Projects Fund,10251,Comm Proj AA,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,(22),3,87,12,53,156,316,"5,092","5,430","8,727","8,318","5,769","7,118","6,857","3,523","2,775","5,679","9,898","8,972",0 ,0 ,0 ,0 ,0 
Education,"Education Department, State",General Fund,Non-Personal Service,Community Projects Fund,10251,Comm Proj AA,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,81,19,0 ,0 ,0 ,0 ,0 ,0 
Education,"Education Department, State",General Fund,Assistance and Grants,Community Projects Fund,10252,Comm Proj BB,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,33,0 ,(18),30,644,"3,626","5,584",501,945,231,0 ,4,99,152,100,185,317,466,0 ,0 ,0 ,0 ,0 
Education,"Education Department, State",General Fund,Assistance and Grants,Community Projects Fund,10253,Comm Proj CC,0 ,0 ,15,101,198,0 ,470,862,877,686,"1,249","1,017",22,18,242,"4,238","7,748","6,469","6,119","5,373","6,187","6,035","3,796","3,573","6,949","8,631","7,633",0 ,0 ,0 ,0 ,0 
Education,"Education Department, State",General Fund,Non-Personal Service,Community Projects Fund,10253,Comm Proj CC,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5,0 ,0 ,0 ,0 ,1,3,50,8,1,0 ,0 ,0 ,0 ,0 
Education,"Education Department, State",General Fund,Assistance and Grants,Community Projects Fund,10255,Comm Proj EE,0 ,0 ,0 ,0 ,0 ,0 ,0 ,6,18,22,19,6,0 ,0 ,0 ,460,397,529,226,2,1,23,105,179,102,177,233,0 ,0 ,0 ,0 ,0 
Education,"Education Department, State",General Fund,Assistance and Grants,Community Projects Fund,10256,Comm Proj GG,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4,0 ,11,27,350,782,"1,625",698,"1,283","2,426","8,657",109,210,0 ,0 ,0 ,0 ,0 ,0 
Education,"Education Department, State",General Fund,Non-Personal Service,Community Projects Fund,10256,Comm Proj GG,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10,4,55,7,0 ,0 ,0 ,0 ,0 
Education,"Education Department, State",General Fund,Assistance and Grants,Local Assistance Account,10000,Local Assistnce,"34,446,241","32,996,602","31,295,598","27,891,686","26,961,645","24,945,203","25,828,743","25,213,494","24,151,791","23,201,783","22,206,956","20,483,682","19,231,200","19,028,325","18,458,456","20,149,072","16,993,162","19,366,865","17,877,794","16,224,754","14,947,448","14,129,380","14,999,542","12,253,080","13,427,022","12,697,863","11,791,828","10,914,642","10,008,094","9,499,302","8,868,874","9,060,612"
Education,"Education Department, State",General Fund,General State Charges,State Operations Account,10050,State Purposes,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,586","1,525","1,701","1,850","1,910","1,719","1,406",968,694,423,"1,293","1,621","1,343","1,339","1,819","2,087","2,770","1,190"
Education,"Education Department, State",General Fund,Non-Personal Service,State Operations Account,10050,State Purposes,"43,416","47,855","17,783","25,546","18,228","17,274","23,496","25,680","25,359","27,963","18,163","21,827","21,997","15,781","18,429","16,026","18,871","19,132","22,072","15,317","17,879","16,648","17,642","17,817","23,356","25,656","20,539","18,815","16,512","10,681","11,323","10,548"
Education,"Education Department, State",General Fund,Personal Service,State Operations Account,10050,State Purposes,"43,310","43,017","40,724","35,608","33,374","33,656","32,211","30,847","31,037","30,913","27,609","27,142","26,510","25,227","24,983","24,420","29,760","30,865","28,548","27,323","24,934","24,181","24,928","25,251","40,696","39,504","36,971","40,130","33,930","36,409","35,956","45,383"
Education,"Education Department, State",General Fund,Assistance and Grants,Universal Pre-Kindergarten Reserve,102PK,Universal Pre-K,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,517","23,960",0 ,0 ,0 ,0 ,0 ,0 ,0 
Education,"Education Department, State",Special Revenue Funds - Federal,Assistance and Grants,Federal Block Grants Fund,25250,HHS Block Grant,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,254,298,623,11,723,0 ,370,0 ,739,4,371,455,747,357,"16,242","23,993"
Education,"Education Department, State",Special Revenue Funds - Federal,Fringe Benefits,Federal Block Grants Fund,25250,HHS Block Grant,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,13,8,23,46,216,751
Education,"Education Department, State",Special Revenue Funds - Federal,Non-Personal Service,Federal Block Grants Fund,25250,HHS Block Grant,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4,8,11,88,359,"1,118"
Education,"Education Department, State",Special Revenue Funds - Federal,Personal Service,Federal Block Grants Fund,25250,HHS Block Grant,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,34,36,73,48,986,"2,765"
Education,"Education Department, State",Special Revenue Funds - Federal,Assistance and Grants,Federal Education Fund,25200,Fed Education,"2,589,285","2,660,440","2,830,723","2,631,947","2,724,984","1,764,793","2,312,126","2,757,800","2,103,514","2,537,881","2,555,168","1,997,812","2,552,120","2,056,779","2,483,462","2,609,321","2,429,727","2,674,559","2,538,235","2,815,552","2,881,969","2,563,403","2,408,405","1,641,919","1,487,833","1,434,457","1,343,812","1,227,047","1,075,516","856,045","1,038,685","960,865"
Education,"Education Department, State",Special Revenue Funds - Federal,Fringe Benefits,Federal Education Fund,25200,Fed Education,"52,023","52,023","55,169","53,881","55,130","46,747","49,187","61,031","47,251","44,466","39,426","42,840","44,695","30,355","35,133","32,307","32,840","33,618","31,060","30,557","29,217","23,359","22,592","23,540","20,562","13,113","18,567","14,104","18,855","17,216","16,640","17,355"
Education,"Education Department, State",Special Revenue Funds - Federal,Indirect Costs,Federal Education Fund,25200,Fed Education,"12,002","12,002","11,936","13,152","13,456","12,527","12,851","10,506","8,583","9,215","11,500","6,950","9,913","5,505","5,627","8,427","12,946","10,335","9,743","6,328","7,185","3,226","2,187",-116,0 ,678,0 ,0 ,0 ,0 ,0 ,0 
Education,"Education Department, State",Special Revenue Funds - Federal,Non-Personal Service,Federal Education Fund,25200,Fed Education,"46,500","46,500","65,288","62,106","59,940","49,856","62,422","60,565","60,567","68,090","61,649","50,929","50,164","38,897","44,751","43,836","66,887","53,248","60,473","57,060","67,548","46,097","43,297","38,981","38,503","26,868","25,177","25,093","24,074","18,819","19,464","18,411"
Education,"Education Department, State",Special Revenue Funds - Federal,Personal Service,Federal Education Fund,25200,Fed Education,"80,933","80,933","86,023","84,600","88,658","84,016","79,951","82,788","79,917","82,416","78,337","73,453","70,157","69,595","69,468","78,563","81,628","78,721","71,125","67,140","64,908","63,885","62,133","68,043","63,720","62,699","59,004","61,232","60,409","59,897","62,452","62,158"
Education,"Education Department, State",Special Revenue Funds - Federal,Assistance and Grants,Federal Education Fund,252FS,Federal Stimulu,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"3,037","117,668","197,304","284,489","368,815","1,424,392","2,515,928","882,400",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Education,"Education Department, State",Special Revenue Funds - Federal,Fringe Benefits,Federal Education Fund,252FS,Federal Stimulu,46,46,0 ,0 ,0 ,0 ,0 ,0 ,0 ,44,"2,420","1,651","2,438","1,273",904,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Education,"Education Department, State",Special Revenue Funds - Federal,Indirect Costs,Federal Education Fund,252FS,Federal Stimulu,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,13,552,628,494,75,209,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Education,"Education Department, State",Special Revenue Funds - Federal,Non-Personal Service,Federal Education Fund,252FS,Federal Stimulu,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,"37,237","39,804","43,444","14,520","9,366","7,274",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Education,"Education Department, State",Special Revenue Funds - Federal,Personal Service,Federal Education Fund,252FS,Federal Stimulu,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,59,"2,596","3,846","3,947","3,186","2,682","1,270",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Education,"Education Department, State",Special Revenue Funds - Federal,Assistance and Grants,Federal Education Fund,ARPES,ARP ESF,0 ,"4,184,705","2,457,288","2,147,352","496,350",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Education,"Education Department, State",Special Revenue Funds - Federal,Fringe Benefits,Federal Education Fund,ARPES,ARP ESF,0 ,0 ,"1,687",264,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Education,"Education Department, State",Special Revenue Funds - Federal,Indirect Costs,Federal Education Fund,ARPES,ARP ESF,0 ,0 ,249,46,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Education,"Education Department, State",Special Revenue Funds - Federal,Non-Personal Service,Federal Education Fund,ARPES,ARP ESF,0 ,0 ,"4,742",302,87,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Education,"Education Department, State",Special Revenue Funds - Federal,Personal Service,Federal Education Fund,ARPES,ARP ESF,0 ,0 ,"2,788",339,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Education,"Education Department, State",Special Revenue Funds - Federal,Assistance and Grants,Federal Education Fund,CARES,Fed Ed CARES,0 ,0 ,0 ,"239,442","755,316","197,225",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Education,"Education Department, State",Special Revenue Funds - Federal,Non-Personal Service,Federal Education Fund,CARES,Fed Ed CARES,0 ,"9,910",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,
Education,"Education Department, State",Special Revenue Funds - Federal,Assistance and Grants,Federal Education Fund,CRRSA,CRRSA,0 ,"167,850","1,572,913","1,808,930","770,043",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Education,"Education Department, State",Special Revenue Funds - Federal,Assistance and Grants,Federal Employment and Training Grants,26000,DOL Fed Grants,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,641,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,487,"1,128","1,413","1,311","1,582","2,032","2,445"
Education,"Education Department, State",Special Revenue Funds - Federal,Fringe Benefits,Federal Employment and Training Grants,26000,DOL Fed Grants,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,77,209,111,177,122,236,151
Education,"Education Department, State",Special Revenue Funds - Federal,Indirect Costs,Federal Employment and Training Grants,26000,DOL Fed Grants,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-14,0 ,0 ,0 ,0 ,0 ,0 
Education,"Education Department, State",Special Revenue Funds - Federal,Non-Personal Service,Federal Employment and Training Grants,26000,DOL Fed Grants,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,55,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,469,585,308,174,59,185,128
Education,"Education Department, State",Special Revenue Funds - Federal,Personal Service,Federal Employment and Training Grants,26000,DOL Fed Grants,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,360,556,463,594,417,867,549
Education,"Education Department, State",Special Revenue Funds - Federal,Assistance and Grants,Federal Health and Human Services Fund,25100,Federal HHS,186,186,"1,036","1,229","1,189",794,646,75,75,61,0 ,110,10,160,32,607,121,359,157,323,304,714,"2,948","65,925","2,018","1,026",0 ,0 ,0 ,0 ,0 ,0 
Education,"Education Department, State",Special Revenue Funds - Federal,Fringe Benefits,Federal Health and Human Services Fund,25100,Federal HHS,0 ,0 ,68,92,50,77,0 ,0 ,0 ,0 ,0 ,(3),127,61,59,116,65,91,52,69,128,84,51,81,90,61,0 ,0 ,0 ,0 ,0 ,0 
Education,"Education Department, State",Special Revenue Funds - Federal,Indirect Costs,Federal Health and Human Services Fund,25100,Federal HHS,27,27,9,12,6,10,0 ,0 ,0 ,0 ,0 ,0 ,37,0 ,7,19,12,10,5,6,16,11,3,9,0 ,9,0 ,0 ,0 ,0 ,0 ,0 
Education,"Education Department, State",Special Revenue Funds - Federal,Non-Personal Service,Federal Health and Human Services Fund,25100,Federal HHS,14,14,97,194,436,0 ,10,5,4,5,9,10,151,13,122,10,45,56,41,9,21,6,14,125,200,84,0 ,0 ,0 ,0 ,0 ,0 
Education,"Education Department, State",Special Revenue Funds - Federal,Personal Service,Federal Health and Human Services Fund,25100,Federal HHS,259,259,75,171,78,141,0 ,0 ,0 ,0 ,0 ,0 ,108,272,170,229,169,173,147,175,182,293,168,281,211,213,0 ,0 ,0 ,0 ,0 ,0 
Education,"Education Department, State",Special Revenue Funds - Federal,Assistance and Grants,Federal Miscellaneous Operating Grants Fund,25300,Fed Oper Grant,"7,400","7,400","2,354","7,093","4,053","2,349","2,403","2,467","2,601","2,869","4,615",615,"3,106","2,742","4,135","4,976","4,550","3,525","4,342","10,115","4,907","9,720","11,572","12,564","12,367","15,021","14,241","11,305","8,567","7,216","12,165","9,653"
Education,"Education Department, State",Special Revenue Funds - Federal,Fringe Benefits,Federal Miscellaneous Operating Grants Fund,25300,Fed Oper Grant,"2,262","2,262","1,827","2,143","1,207","1,585","1,920","1,647","1,613","1,904","1,433","1,149","2,756",370,"1,897","1,495","1,289","1,550","1,593","1,482","1,665",815,"1,032","1,126",971,810,776,467,310,305,445,409
Education,"Education Department, State",Special Revenue Funds - Federal,Indirect Costs,Federal Miscellaneous Operating Grants Fund,25300,Fed Oper Grant,592,592,187,196,65,199,199,160,162,152,192,118,411,54,165,125,258,159,173,101,200,108,42,127,0 ,60,0 ,0 ,0 ,0 ,0 ,0 
Education,"Education Department, State",Special Revenue Funds - Federal,Non-Personal Service,Federal Miscellaneous Operating Grants Fund,25300,Fed Oper Grant,"1,415","1,415","2,544","1,671",822,"1,317","1,372",886,"1,264",746,"1,059","1,187","1,372",924,"1,303","1,314","1,358",881,"1,221","1,075","1,095","1,114",808,"1,045","1,178","1,082","1,091",663,356,-21,"1,149",639
Education,"Education Department, State",Special Revenue Funds - Federal,Personal Service,Federal Miscellaneous Operating Grants Fund,25300,Fed Oper Grant,"3,992","3,992","3,560","3,274","3,173","2,860","3,150","2,668","2,761","2,681","2,828","2,736","2,997","2,811","3,525","3,542","3,858","3,729","3,309","3,727","3,201","2,889","3,055","3,149","3,152","3,124","2,516","2,001",533,"1,100","1,796","1,492"
Education,"Education Department, State",Special Revenue Funds - Federal,Assistance and Grants,Federal Miscellaneous Operating Grants Fund,253FS,Federal Stimulu,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,632","3,624","2,109",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Education,"Education Department, State",Special Revenue Funds - Federal,Non-Personal Service,Federal Miscellaneous Operating Grants Fund,253FS,Federal Stimulu,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,789,303,62,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Education,"Education Department, State",Special Revenue Funds - Federal,Assistance and Grants,Federal USDA / Food and Nutrition Services Fund,25000,Fed USDA/FNS,"1,580,774","1,580,774","1,610,065","1,765,143","1,634,752","684,745","1,212,523","1,079,378","1,076,134","1,000,491","981,192","1,003,035","844,719","801,091","810,043","769,172","726,473","691,278","651,897","638,841","598,228","582,415","597,717","547,998","505,333","537,561","519,112","465,934","453,051","461,827","409,245","395,540"
Education,"Education Department, State",Special Revenue Funds - Federal,Fringe Benefits,Federal USDA / Food and Nutrition Services Fund,25000,Fed USDA/FNS,"1,669","1,669","3,251","3,301","3,141","2,200","2,301","2,721","1,909","1,429","1,225","1,359","1,954",426,938,912,833,844,826,753,805,628,670,801,488,244,477,523,428,586,301,525
Education,"Education Department, State",Special Revenue Funds - Federal,Indirect Costs,Federal USDA / Food and Nutrition Services Fund,25000,Fed USDA/FNS,379,379,838,904,889,671,615,513,381,331,406,257,410,109,255,299,341,354,308,165,176,158,102,153,0 ,-27,0 ,0 ,0 ,0 ,0 ,0 
Education,"Education Department, State",Special Revenue Funds - Federal,Non-Personal Service,Federal USDA / Food and Nutrition Services Fund,25000,Fed USDA/FNS,"4,452","4,452","2,875","2,400","3,381","1,812","1,199","1,417","3,997","4,329","4,735","4,097","4,501","3,753","3,515","4,018","3,446","3,720","3,848","3,033","3,574","2,850","2,418","3,187","2,611","2,858","2,489","1,167","1,126",795,"1,210",942
Education,"Education Department, State",Special Revenue Funds - Federal,Personal Service,Federal USDA / Food and Nutrition Services Fund,25000,Fed USDA/FNS,"2,553","2,553","4,626","5,185","5,098","3,977","3,765","3,606","3,216","3,037","1,694","3,066","2,422","1,949","2,053","2,262","1,999","2,043","1,877","1,736","1,901","1,680","1,881","1,699","1,788","1,606","1,621","1,813","1,433","2,038","1,792","1,923"
Education,"Education Department, State",Special Revenue Funds - Federal,Assistance and Grants,Federal USDA / Food and Nutrition Services Fund,250FS,Federal Stimulu,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,(33),"2,393","3,465",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Education,"Education Department, State",Special Revenue Funds - Federal,Assistance and Grants,Federal USDA / Food and Nutrition Services Fund,CARES,Food&Nut CARES,0 ,0 ,0 ,0 ,0 ,"353,014",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Education,"Education Department, State",Special Revenue Funds - Federal,Assistance and Grants,Federal USDA / Food and Nutrition Services Fund,CRRSA,CRRSA,0 ,0 ,0 ,0 ,"72,700",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Education,"Education Department, State",Special Revenue Funds - Federal,Assistance and Grants,Unemployment Insurance Administration Fund,25900,Unemployment In,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,30,29,0 ,0 ,0 ,0 
